paramID,beta0,sigma0,kappa,delta,omega,gamma,rho,nPulse,theta,Nall,tc,tau,A
33,4.2203e-03,5.4813e-03,2.4341e+00,1.2512e-03,3.3649e-03,1.2863e-05,1.52052,95,0.82161,1,"524.9|530.4|352.1|222.9|424.4|379.8|119.3|589.4|660|717.3|397.2|50.67|572|529.8|153.7|75.39|218.8|326.2|205|186.1|272.1|520.1|615.6|374.1|599.2|503.8|13.7|641|503.7|244.6|234.1|706.3|485|136.4|562.9|116.2|332.5|635.9|160.4|171.5|30.19|255.9|277.7|666.7|78.33|708.8|169.3|607.7|147.4|64|338.6|77.55|657.8|389|680.9|673.4|511.6|587.2|132.4|227|233.3|555.7|156.9|374.5|542.8|611.4|685.8|689.7|494.8|464.8|0.6958|714.6|47.97|27.01|207.4|46.27|683.2|293.9|626.3|615.3|70.52|524.2|234.5|368|273.4|134.7|348|599.4|545.4|245.1|130.4|429|47.07|128.4|354.1","0.2115|7.606|3.115|1.478|4.529|2.775|8.993|5.527|2.358|1.047|5.614|3.536|8.554|0.2709|1.403|0.1926|10.76|0.5021|1.52|1.197|10.26|9.53|9.347|7.325|4.685|1.55|0.314|0.5131|0.7198|2.888|0.3155|0.3668|1.639|1.245|0.1843|7.581|1.586|4.736|2.831|0.8767|0.3344|0.6169|1.335|0.7542|4.343|2.746|1.023|0.4257|2.034|7.42|0.3932|1.325|1.258|1.196|4.987|0.3269|4.578|2.409|1.096|4.866|1.29|1.653|0.171|2.989|2.145|1.683|5.768|1.551|0.6777|0.5796|0.9426|10.16|10.01|0.232|0.3538|0.3041|0.9412|9.478|0.5176|2.496|8.344|0.4397|0.9814|0.2606|0.8756|10.71|0.2293|0.5992|1.678|0.8286|3.932|0.5994|1.251|0.2488|4.811","0.2103|0.005116|0.002559|19.48|2.202|0.05586|0.07092|11.58|0.001972|93.71|1.633|2|0.0001023|0.4038|0.0247|6.352|0.115|0.09415|0.082|0.08229|0.5179|13.06|0.06576|25.15|0.006788|0.003158|0.1967|0.008561|0.0005472|10.23|68.02|5.07|0.001559|0.007599|7.099|2.711|0.13|0.000208|13.21|3.813|0.0004195|41.84|0.0003491|0.02201|0.1049|37.6|2.847|0.4984|1.171|0.02612|0.02191|19.55|0.02847|0.06013|1.122|0.003882|7.163|4.989|0.07198|0.001123|4.686|0.0002575|0.7659|14.12|0.002067|31.39|50.61|0.501|0.002024|0.00114|0.08797|8.893|3.736|26.85|0.06433|7.298|0.0008922|0.008616|39.02|0.4899|1.03|24.42|23.68|3.103|36.57|0.002876|0.5244|0.2237|0.001019|0.01071|4.356|20.6|0.04499|0.02197|0.0114"
34,7.9975e-02,5.5397e-01,2.1373e-01,7.1045e-03,1.2989e-03,2.1160e-04,127867.84664,47,0.12520,1,"72.96|713.2|68.1|248|568.1|128.5|584.9|537.4|332|56.44|147.1|442.1|225.7|715.4|181.3|426.4|202.3|262.6|319.5|452|244.6|640.6|435.1|484.6|342|163.2|602.8|69.21|521.5|84.82|675.4|372.8|236.4|244.2|234.1|148.3|28.99|526.7|267.1|388.8|155.6|395.8|250.3|508.1|140.9|579.5|522.4","2.966|1.618|11.92|4.699|0.6162|0.2647|8.437|8.742|9.777|2.237|0.2367|1.39|1.044|4.192|0.4354|1.275|0.4478|2.105|0.1886|2.012|0.6764|9.06|5.949|0.2181|0.4651|4.332|0.3224|0.3847|1.327|0.5572|2.524|0.3609|0.765|0.4057|5.522|4.396|0.5304|0.2199|9.589|1.742|0.2273|1.948|0.7042|0.8782|1.56|6.534|4.924","0.05756|0.04465|0.5035|0.0006878|33.01|0.2973|9.528|0.6491|0.001438|0.1324|0.004873|0.004761|1.114|0.7848|0.03515|0.0004291|0.005067|0.3788|1.752|2.686|0.001527|0.01304|84.99|0.0001195|0.3075|0.01285|0.001795|26.54|0.06708|1.056|0.4317|0.7173|0.02033|17.28|0.02235|0.002588|27.69|0.2225|0.0002296|0.0001223|3.981|1.106|0.09955|82.93|0.06856|0.6474|0.1438"
35,2.8745e-03,1.9913e-02,2.0521e+00,2.0933e-03,1.7835e-04,2.3451e-05,1.47883,2,0.14397,1,"182.7|208.7","0.3187|10.48","0.003697|0.1357"
36,3.0665e-01,2.9680e-02,1.2044e-01,1.1771e-02,1.6723e-04,3.3454e-04,394475.31664,4,0.36678,1,"693.3|659.8|301.6|578.6","7.476|8.596|0.9604|2.208","2.321|1.166|0.0116|7.003"
37,1.9455e-02,2.1389e-03,7.1807e-01,1.2052e-01,1.9700e-03,1.1762e-05,1.05724,19,0.01008,1,"171|153.5|36.47|15.94|464.7|183.6|48.89|685.6|596.7|248.9|655.1|415.1|360.2|431.6|632.3|571.6|313.9|695.3|297.1","0.2569|0.757|3.781|0.2553|1.26|0.8134|0.5939|3.533|0.479|0.4877|6.17|0.8975|1.032|2.53|4.271|1.296|8.032|0.3513|0.4571","2.762|0.00227|0.04517|0.0001134|0.0006727|0.2139|0.01945|46.3|0.5724|0.0003757|0.2426|0.7631|0.01073|0.0365|0.002267|0.0556|0.004976|12.62|0.006552"
38,1.2407e-01,2.0911e-02,9.3239e-01,1.6043e-02,5.5205e-03,6.0690e-04,376.85768,2,0.77493,1,"10.68|294.9","4.378|4.046","0.000152|0.0003484"
39,1.6635e-03,3.6560e-01,1.7382e+00,6.1990e-02,1.6141e-04,3.5282e-04,1.19743,9,0.00978,1,"305.9|448.5|686.7|353.6|161.3|192.2|360.4|539.1|556.1","6.129|4.946|1.242|1.238|1.355|11.22|1.042|0.4011|0.5057","0.1878|0.5166|0.4175|0.4427|0.0001695|0.0001665|2.06|0.0001224|28.07"
40,1.1352e-02,1.0049e-02,9.7394e-01,2.4837e-03,4.0132e-03,1.2812e-03,2.38143,5,0.98615,1,"313.4|438.7|554.6|423.8|601.1","0.4499|1.478|4.074|6.196|5.19","0.04596|0.01777|0.01854|0.09326|0.0002879"
41,9.9937e+00,2.8774e-04,6.3975e+00,1.8190e-01,1.0065e-02,3.9463e-05,33.53074,5,0.15842,1,"677.4|293|455.2|31.68|128.9","4.075|0.7349|4.626|7.731|0.66","5.527|15.78|0.001712|0.0008167|0.001483"
42,8.5275e-02,1.6249e-02,3.2786e-01,1.0565e-04,4.7756e-03,6.4075e-04,143.14127,8,0.26992,1,"451.7|121|57.91|59.36|585.8|567.8|470.3|26.22","1.472|6.817|0.3196|11.28|1.187|7.959|1.481|3.332","0.0005951|0.0001211|68.99|0.5536|0.0002818|0.06349|19.9|0.0003894"
43,7.6700e-02,1.6098e-02,3.6015e-01,2.0200e-03,1.8504e-02,1.1476e-03,86.02998,4,0.34332,1,"681.1|488|265|51.87","0.3526|0.2836|1.641|0.2201","0.0004073|0.001352|0.1084|2.179"
44,1.3778e-01,1.7091e-01,9.8906e+00,2.7293e-01,5.5760e-04,1.6967e-05,42998.15696,3,0.39836,1,"182|496.9|561.2","2.014|0.419|11.47","0.0004651|8.211|0.0006677"
45,3.1831e-01,2.0141e-03,2.6456e+00,2.7130e-02,5.5901e-02,2.0212e-05,11.92574,14,0.05987,1,"251.7|701.1|93.51|463|14.55|652.7|342.5|663.6|219.5|153.4|628.8|134.1|478.5|248.7","6.14|0.3099|1.957|10.98|0.2539|0.4311|0.4461|9.675|0.1886|1.224|1.49|1.64|3.055|1.174","0.4325|12.84|0.7366|0.01038|0.05084|0.007358|9.889|0.09124|0.009381|0.0007222|0.0141|6.169|26.58|0.09742"
46,3.2454e-01,8.7565e-04,2.8573e-01,1.4032e-01,3.1352e-01,4.2060e-05,1.38750,96,0.52991,1,"667.6|158.7|461.4|391.4|559.8|117|289.3|670.9|234.9|66.05|149.2|320.3|612.2|581.9|600.3|470.8|143.8|589.3|202.1|462.9|111|324.9|272.3|228.1|706.5|717|431.8|484|209.9|97.95|560.4|664.1|327.1|677.7|608.4|385.4|627|488.6|427.8|577.9|353.1|663.6|228.5|35.8|23.66|715.5|10.95|694.2|68.33|400.8|266.6|253.7|174.7|630.6|70.54|358|265.9|583|77.91|139|544.3|502.9|684|657.9|527.2|131.5|495.5|463.3|461.7|315.9|527.2|59.87|350.9|339.3|715|663.4|340.3|499.4|668.5|168|337.5|337.1|507.8|685.2|267.6|137.4|260.7|257.5|214.9|624.4|462.6|639.3|384.2|666.7|338.1|620.1","2.324|1.623|0.3043|7.456|1.054|8.224|0.7058|2.135|4.442|1.691|0.2885|8.91|0.6001|3.488|0.7562|1.324|0.2157|3.088|7.755|0.2832|2.491|5.215|0.1822|1.478|1.886|0.1797|1.274|0.5079|6.868|0.5305|2.253|8.3|1.153|0.1764|0.7172|3.982|0.2611|0.78|4.82|0.5423|0.5762|5.29|0.2426|5.193|5.596|9.775|0.3058|0.6058|0.5121|2.128|5.412|0.4201|1.516|3.463|0.4703|0.3713|0.458|0.1954|0.2033|8.801|8.542|0.2273|9.51|2.71|1.132|7.012|0.692|1.204|2.734|0.2476|1.173|1.945|1.05|0.4398|0.172|0.1699|0.288|0.1993|0.8119|0.1961|9.415|0.3389|1.206|3.264|0.4413|0.4366|0.3326|0.6738|2.654|3.613|0.7882|0.9713|1.158|0.8667|0.4743|2.234","0.006939|0.0004568|6.269|0.04123|0.0004604|20|72.7|0.0006243|27.36|9.142|0.002135|37.93|45.38|2.23|0.02767|0.0002297|5.777|6.181|0.0001116|9.173|1.972|0.1042|0.02474|2.336|0.01747|0.0001979|4.417|0.02013|13.57|0.3867|1.956|0.3357|0.008269|0.0006092|11.13|89.32|0.0003625|0.001256|0.2327|4.524|0.0002965|6.334|6.075|0.07608|0.07133|0.4038|0.6223|0.003368|0.0003296|0.0001034|0.4924|0.9837|0.02984|5.14|0.1426|0.006396|0.002604|0.8966|62.96|0.003357|0.1116|0.1076|23.67|9.901|0.0004613|0.03692|0.0003252|0.0001399|0.0007922|0.01352|0.6469|0.01215|0.07363|3.097|0.0001223|2.497|0.1463|0.003863|0.0007304|0.527|0.726|0.648|60.91|83.55|0.05442|0.1104|11.73|0.001216|0.006342|0.9117|0.0004739|0.0001665|0.02309|14.48|14.21|0.0002889"
47,1.7572e-03,5.5741e-04,6.6221e+00,2.0804e-04,1.3740e-03,4.0548e-04,1.07319,19,0.49529,1,"581.9|236.7|60.03|319.3|546.7|275.7|22.61|185.9|374|563.4|579.1|248.2|684|230.7|81.11|544.9|17.69|180.1|99.15","9.195|0.184|0.6333|3.151|0.4399|7.98|0.4387|0.411|3.33|0.7259|3.732|4.245|0.9094|0.3846|0.201|0.9355|4.561|5.448|0.2927","35.72|36.3|0.0002926|0.9053|0.0009955|1.454|4.307|3.053|15.5|0.000183|0.003128|0.03993|0.2448|1.174|0.5018|6.004|18.65|0.05486|0.0002479"
48,2.5934e-01,1.4348e-03,1.1500e-01,4.6642e-03,1.4197e-02,1.4895e-04,15.70806,35,0.60630,1,"260.4|361.7|387.1|520.7|673.6|557.7|345.8|296.2|314.8|105.6|677.4|53.18|457.3|706.5|624.9|236.9|594.2|554.9|524.6|525.4|481.4|340.7|93.4|650.2|184.5|343.2|204.7|117.3|269.4|682.6|443|597.6|562.8|630.8|516.5","0.2724|1.578|9.46|1.893|5.98|0.4506|5.271|0.7258|0.4993|6.305|0.7553|3.261|8.413|1.057|2.015|0.5348|1.575|0.7575|6.664|5.504|0.9804|0.2079|4.602|2.33|5.839|1.019|7.807|1.119|2.776|1.464|0.8827|2.04|10|0.3058|0.9281","0.09328|0.000531|50.87|0.0009601|6.047|0.1779|6.395|4.978|0.0005818|0.02433|1.307|0.03442|23.13|0.002795|0.04928|11.02|0.0009814|1.107|28.09|0.09403|0.003838|0.0004939|0.005558|0.4729|6.967|67.18|28.94|0.0007194|0.2653|15.22|0.01841|1.016|0.0006923|0.002136|2.06"
49,8.1703e-02,4.0969e-01,1.3965e-01,6.1000e-02,5.8647e-02,3.8692e-05,37659.20082,3,0.41375,1,"12.29|119.8|332.2","0.2278|2.05|0.5907","0.01791|0.0002777|0.001893"
50,4.2324e+00,7.8708e-04,1.0415e+00,7.6629e-01,1.9324e-04,5.7271e-04,2.04883,2,0.22363,1,"678.4|129","0.2289|0.1921","0.0001502|0.2191"
51,3.8864e-01,1.1006e-04,4.0646e+00,8.1977e-03,9.7778e-03,1.4352e-04,1.79962,81,0.98000,1,"567.3|687.4|311.3|457.9|461.1|196.3|649.2|485.8|173.6|190.6|258.5|677.9|243.2|489.4|257.3|497.1|642.9|462.7|570.6|625.5|376.6|63.91|252.8|692.5|92.29|245.5|231.8|510.3|381.7|485.4|612.3|647.3|478.6|512|510.6|712.5|513.7|490.6|613.1|290.7|112.2|636.9|437.2|380.2|499.6|310.3|47.07|651.9|617.3|210.1|544.6|427.7|237.4|427.8|10.35|59.23|488.9|78.04|607.7|377.8|58.26|563.1|172.2|354.7|314.2|529.7|409.4|474.4|590|255.3|12.32|175.2|435.4|151.3|112.9|400.5|347.4|255.4|439.1|181.2|636.2","1.825|6.155|2.628|0.3273|2.084|0.8166|6.473|0.5305|0.4402|0.1791|7.827|7.141|0.1791|1.413|3.704|9.371|0.7018|3.944|10.03|5.547|2.811|0.5518|1.085|11.14|0.8857|1.414|0.2073|0.2096|5.079|7.495|0.2132|0.4749|0.1883|0.3497|3.578|0.9116|1.188|1.914|0.5412|0.3095|1.074|1.134|0.4258|11.24|1.104|1.361|9.675|1.931|11.36|0.2502|0.1836|3.586|3.997|0.2718|1.613|0.829|0.5548|1.419|0.4995|0.2209|1.606|0.598|1.686|3.493|10.2|3.588|0.3171|1.149|0.2306|0.1735|2.719|6.121|0.9791|0.92|11.98|1.365|0.8917|1.826|1.826|0.6429|2.755","0.002924|4.507|0.01593|0.002164|19.34|0.003927|0.4494|81.42|0.003304|77.13|0.2817|0.0002257|0.02525|90.71|3.165|0.453|0.005034|13.59|0.01389|0.155|15.1|0.000116|0.6684|17.57|0.0961|1.259|0.0002088|0.04049|1.25|1.617|0.2324|0.05425|21.49|0.0001656|0.9161|3.291|0.1743|0.0008843|0.0001864|0.03823|1.478|0.01017|45.2|0.00561|2.055|0.0006406|3.958|55.63|96.74|0.001386|0.1545|0.002216|0.005798|0.003161|0.005094|0.2015|0.0001261|94.99|0.000194|1.285|0.0009154|2.072|69.63|0.8211|0.6606|1.621|0.01333|0.03479|0.01302|10.01|0.04706|3.178|0.0001365|0.9369|0.09774|0.5968|0.0304|0.01872|13.54|0.0314|0.1376"
52,4.6728e-01,2.0164e-03,1.3288e+00,1.9156e-03,2.3573e-02,2.9185e-05,125.79108,34,0.82319,1,"331.7|450.6|179.2|4.673|529.3|431.4|552.3|646|704.8|160.7|553.4|389.5|258.2|365.8|529.8|236|335.6|173.9|570.4|345.1|543|423.5|542.3|138.3|401.5|34.26|137.5|72.53|411.9|115|397.3|340|194.1|443.4","3.315|2.734|8.699|0.5683|1.437|0.3271|7.523|2.646|1.988|4.667|0.9781|0.24|0.2026|0.6019|3.94|1.788|1.572|2.632|5.519|1.426|0.4556|4.118|1.612|2.516|9.609|3.651|2.624|0.4181|8.401|1.772|0.8706|4.221|1.501|0.74","3.668|0.01052|9.958|0.01335|0.05085|11.93|85.55|0.0008116|1.301|39.16|7.015|0.02082|0.01105|73.42|8.418|0.008404|4.568|39.66|67.65|0.0003295|0.2914|0.4252|1.924|0.693|0.00421|0.008|99.13|0.487|0.05199|0.01816|0.003039|60.85|2.441|0.05209"
53,1.6591e+00,3.7426e-03,6.9022e-01,1.4067e-04,4.4004e-04,4.0223e-05,405390.42299,18,0.43527,1,"138.8|467|195.2|642.8|537.7|500.2|447.7|517.5|98.56|174.3|614.3|115.8|279.9|670.8|719.6|41.64|715|376.4","1.21|0.6356|1.447|0.5624|0.1809|0.3343|9.023|4.676|0.2294|2.205|5.729|0.418|0.2791|0.5688|3.713|2.718|4.01|1.367","0.0003456|47.03|0.0001117|0.152|0.005452|61.11|4.472|0.4865|1.003|0.001415|0.001566|0.002144|80.37|0.1187|0.01288|0.01386|1.864|1.364"
54,1.1485e-01,3.5304e-02,1.0868e+00,1.4736e-02,3.9302e-01,1.9174e-05,1465.91454,55,0.20862,1,"535.7|639.8|402.5|83.91|404.2|7.634|219.4|457.8|678.2|473.9|252|611.5|503|342.3|53.54|274.6|314.3|598.6|411|635|108.3|225.8|716|251.3|550.3|646.6|320.3|542.6|478.8|673.8|212.1|295.5|286|210.7|202.2|699.4|406.1|178.7|523.7|45.26|653.8|456.2|393.5|517|124.6|643.1|328.4|357.7|368.7|50.38|42.79|228|86.47|318.6|340.5","0.3348|1.888|4.598|10.16|1.072|3.542|0.2394|0.4583|1.043|0.262|3.259|4.583|8.272|3.53|1.154|0.9177|7.906|0.2332|0.1702|1.483|2.227|9.338|7.772|0.8593|1.1|0.6653|2.123|2.952|6.775|0.3332|1.726|1.071|8.474|6.347|1.352|2.992|5.621|4.883|6.262|0.6126|11.78|1.39|5.553|4.558|0.4298|0.8188|1.589|0.172|0.9383|1.11|9.081|3.746|9.461|7.243|5.643","0.004224|0.000434|5.868|0.004673|0.0003117|9.913|30.2|0.000195|21.46|0.003147|15.36|0.0006998|0.2037|0.05135|25.41|0.001399|7.278|2.121|0.04959|0.0004231|0.5301|0.009636|45.89|5.236|0.006567|0.06075|0.0003683|0.8659|13.6|3.692|5.303|0.01493|25.15|0.00167|0.01227|0.0007195|0.001578|1.343|1.376|0.001456|0.0382|0.007236|29.3|0.001903|0.2199|1.983|12.49|0.01659|0.0009484|0.00579|0.002421|0.0001436|71.96|13.32|0.003482"
55,6.8019e-03,5.4255e-02,7.5304e+00,2.0389e-03,2.1323e-03,1.7678e-04,2.63662,2,0.77509,1,"536.3|672.7","0.3974|0.5246","0.3679|0.3645"
56,3.6162e-01,7.0221e-03,6.7948e-01,6.5933e-03,6.3851e-03,2.6211e-02,179.07603,2,0.53577,1,"0.7634|618.5","1.476|4.311","0.0281|22.2"
57,1.1249e-03,1.6739e-04,3.9257e-01,1.6371e-03,6.3744e-01,2.3439e-05,1.01296,1,0.70035,1,"368.3","0.6377","0.3837"
58,4.2391e+00,2.8012e-04,4.4294e+00,1.3767e-01,7.1595e-02,2.3424e-05,5.43965,2,0.81724,1,"123.6|449.6","6.598|5.868","0.007348|0.2876"
59,1.1906e-01,1.0831e-02,2.3697e+00,8.2001e-02,1.4000e-04,3.6949e-05,8.52024,1,0.04204,1,"74.35","2.223","0.0001293"
60,1.2853e-01,1.4790e-02,1.8657e+00,7.3307e-03,9.2321e-04,1.4890e-04,294.24077,55,0.98924,1,"458.6|346|533.4|514.8|405.9|268.5|516.1|598.9|445.1|303.7|83.02|468.1|294.4|282.8|567.2|648.1|177.1|312.4|573|439.1|438.8|540.4|311.6|495.6|21.25|483.2|212.9|346.3|136.2|254.9|441|163.3|122.2|230.7|150|477.2|551|471.5|124.8|414.7|360.4|465.9|304.1|53.34|693.2|258|203.8|405.9|208.1|318.5|454.9|496.8|384.5|380.2|691.3","2.18|4.662|1.977|0.4068|3.381|1.782|6.026|3.241|5.645|0.3086|0.3904|2.049|5.89|4.417|8.128|0.1769|1.345|1.635|3.129|3.762|0.3414|0.2373|3.83|3.139|10.83|0.4691|2.247|1.859|1.499|0.5432|1.551|10.22|1.001|3|0.778|6.093|4.524|9.723|0.2077|0.3367|0.2975|0.4872|9.988|3.143|0.2575|0.6073|1.072|2.747|0.2062|6.877|0.624|4.367|0.731|0.1736|1.428","0.02931|68.22|0.00311|0.0005284|0.01303|0.0001473|33.8|0.001837|0.1997|0.003052|61.99|0.2159|0.002508|1.652|0.06264|0.0004581|1.607|28.47|0.03668|0.03893|1.783|0.2876|11.46|0.0008355|0.0004599|13.85|0.001731|1.105|0.005378|0.00311|0.2737|0.003234|0.004311|0.002628|93.28|0.0003109|4.559|5.812|0.0001641|0.0002848|0.01044|21.6|0.0001106|0.0007491|25.4|2.17|0.001831|0.02977|1.004|0.0006215|0.3008|17.72|0.0004299|0.0042|0.2855"
61,2.4022e+00,2.0122e-04,1.7135e-01,7.1436e-02,1.8598e-03,9.7136e-04,2.44135,17,0.59968,1,"289.1|283.4|194.7|17.64|711.7|583.8|71.29|669.7|623.6|314.9|451.6|568.1|55.02|577.9|507.7|108.8|662","3.12|1.349|0.7175|0.5747|4.295|0.2262|0.3763|1.009|5.805|1.146|1.971|2.197|0.3035|2.736|9.437|1.649|0.6293","0.02664|3.451|0.0002216|0.004513|3.27|0.2957|0.02705|26.09|4.269|0.1219|46.39|0.253|0.06948|0.004374|7.534|19.94|0.7999"
62,1.5036e-01,1.6877e-03,2.9995e-01,5.9793e-02,2.4264e-02,6.1006e-05,1.90246,2,0.63616,1,"290.6|375.7","0.5113|0.2834","0.001317|0.002186"
63,4.5653e-01,1.2013e-03,4.5520e+00,1.3613e-04,3.2032e-03,7.1692e-02,3.07935,71,0.15703,1,"93.16|628.7|474.5|119.7|577.7|196.6|554.4|61.6|516.9|362.1|176|633.8|230|593.4|532.5|326.7|282.5|444.7|679.3|609.6|706.7|512.9|23.81|146.1|459.9|234.7|378.5|4.112|57.4|327.4|708.6|155.7|686.3|490.1|258.8|90.31|482.9|710.5|399.2|690.2|685.4|415.6|21.01|385|395|184.9|449.1|654.5|173.3|391.8|445.2|290.5|699.6|700.7|451.7|675.9|202.2|452.7|519.7|147.4|629.9|535.3|536.4|26.64|354.8|621.2|275.8|373.9|16.17|595.6|383.1","0.6424|8.389|11.49|5.15|0.5183|0.3953|0.888|6.776|3.397|0.3567|0.4677|0.2969|1.497|0.2956|6.814|4.648|0.6012|5.112|1.803|0.8807|0.6835|0.1687|9.368|0.1971|0.3394|7.422|0.6859|2.214|11.07|1.094|0.2186|4.888|7.345|3.767|1.196|0.2179|2.572|9.474|6.43|0.2|1.555|1.219|6.058|1.926|0.8452|6.102|3.016|0.8099|2.168|1.019|3.125|6.401|1.101|0.7836|1.022|5.396|0.7042|4.206|7.777|3.457|6.005|2.058|0.1823|0.309|0.8638|4.828|0.2051|10.68|0.2998|9.819|0.2752","0.000909|9.952|72.65|0.007163|25.52|0.0002821|0.004314|0.002615|1.417|64.34|0.0003468|0.5952|90.28|0.0007789|0.09626|0.0003428|0.5786|0.01223|0.009585|1.388|0.4592|0.006933|0.1443|0.007852|0.002223|5.261|0.006688|0.001357|0.0002741|9.24|0.02558|0.002029|41.41|0.005629|37.38|5.973|0.01758|0.001282|3.766|0.004304|0.00959|56.74|36.87|0.002314|0.003546|0.01606|49.46|0.26|0.2034|0.03491|0.0001009|0.001078|0.02121|0.03752|0.009484|98.34|0.1115|59.15|0.005718|1.305|0.02154|0.0003446|0.000109|56.85|0.5878|0.0003105|0.006514|0.0001181|0.0001371|0.1341|1.416"
64,6.0524e-03,1.6693e-02,3.9946e-01,1.3762e-03,2.0722e-02,2.1609e-04,2.05952,2,0.01056,1,"474.5|415.4","0.6647|3.289","0.0001346|0.2774"
65,1.5813e-01,1.4015e-04,9.0770e+00,1.1088e-04,7.3775e-02,9.9661e-03,1.33278,3,0.00878,1,"68.37|631.1|322.2","0.6229|1.514|9.336","0.007196|20.09|0.4968"
66,6.5190e+00,1.2845e-03,1.6602e+00,6.3319e-02,1.9345e-03,1.0067e-03,50868.71719,97,0.43062,1,"664.7|348.3|161|231.9|46.98|45.88|66.41|624.5|406.2|578.9|85.36|113.3|129.1|594.7|617|166.4|129.5|571.4|37|704.4|37.16|292.4|344.3|457.8|262.1|113.3|685|368.5|163|486.4|329.1|167.3|685.5|568.8|306.2|572.7|493.7|125.1|36.27|622.5|88.19|331.6|521.2|447.7|9.838|274.8|245.2|335.1|169.5|408.9|296.7|474.4|583.2|390.1|117.9|684.2|347.8|669.1|340.1|187.4|637.2|247|307.2|548.6|29.72|19.36|3.788|477.2|533|441.7|652.4|317.3|82.81|483.9|386|376.2|648.2|276.6|433.2|291|398.5|493.4|672|1.374|390.2|57.16|61.64|14.59|447.3|549.4|14.13|598.9|214.3|713.3|592.8|383.3|199.3","4.233|0.388|11.86|9.432|11.91|0.8768|1.308|0.3658|9.592|0.4099|0.2017|0.3261|3.726|2.624|9.991|1.789|3.258|2.786|11.61|7.715|0.2659|3.598|5.827|0.1818|6.953|3.736|2.392|2.806|1.613|0.6287|1.381|0.5106|4.133|6.794|2.445|9.394|0.3806|0.1906|1.616|3.221|2.113|3.387|3.352|2.442|0.3599|5.054|1.628|0.7494|0.3609|1.2|1.768|0.2641|0.2142|0.29|1.107|0.2381|1.447|8.365|4.988|2.886|0.942|7.499|1.206|0.4281|9.186|0.665|0.2988|0.4468|3.533|0.5384|6.964|0.5515|0.6882|4.117|0.7937|0.5548|0.7388|0.5268|2.894|1.221|1.601|2.294|0.5788|5.36|0.3092|0.9995|1.698|5.328|1.438|1.219|1.005|1.586|2.219|0.436|1.008|1.029|5.298","42.14|0.008537|0.0008588|84.72|0.2963|0.01863|0.01657|0.02622|11.18|0.05568|0.003264|0.01018|0.08143|0.002458|12.63|80.86|0.03658|0.0004354|0.03217|0.000707|0.01127|0.02141|5.946|0.3719|22.54|0.0001779|0.0008596|1.403|0.0003491|0.5351|1.491|0.0001338|1.297|0.0311|0.01761|0.683|0.0241|0.3756|0.03495|87.18|0.000371|0.0008673|0.09935|0.02699|0.02323|0.3177|0.3511|0.1174|86.79|0.2141|0.0004159|0.006087|0.00508|45.77|18.88|0.0008817|0.01212|0.07921|0.004267|0.0001269|0.0001228|0.04104|0.03768|0.01022|0.0003157|0.05969|0.0005286|69.36|40.49|0.09818|0.0002598|46.94|6.613|0.1164|0.02104|0.7283|0.4964|0.3091|0.0506|0.001175|0.4647|0.7932|0.004523|6.861|0.0001758|0.000208|0.08911|0.2136|0.0001029|2.95|0.003175|0.3577|0.0005735|58.32|0.0001266|0.05144|0.05728"
67,6.1857e-01,1.3671e-03,3.8789e+00,1.4560e-03,1.6392e-03,8.6526e-04,97.35913,2,0.84076,1,"501.2|579.1","5.202|5.433","0.0001136|0.2125"
68,5.7300e-02,8.2639e-01,2.1021e+00,3.7243e-02,8.3045e-04,5.4975e-05,5936.41554,11,0.09276,1,"120.1|645.7|393.7|77.45|635.2|647.7|520.1|368.5|446.8|587.7|196.7","6.284|0.1849|0.485|0.6834|1.1|0.6756|1.186|0.5068|1.233|0.2512|2.446","7.872|6.486|1.153|2.822|0.0003965|4.117|0.006467|1.648|0.07566|0.0009105|98.27"
69,1.7754e-01,3.3917e-01,4.0503e-01,6.8102e-01,7.5330e-01,1.6392e-04,12978.73861,4,0.37734,1,"3.566|87.83|141.9|500.4","1.79|6.332|1.813|2.634","0.2105|4.187|0.02054|0.002193"
70,1.9403e+00,1.1883e-03,1.3762e+00,7.3292e-04,2.3004e-04,1.0601e-03,2481.96783,3,0.39063,1,"126.7|559.9|70.03","6.602|0.3174|0.2548","0.001728|0.0001961|0.005003"
71,4.1247e-02,3.8823e-02,1.0745e+00,1.3492e-03,3.8437e-01,1.4263e-02,12.12297,27,0.83315,1,"241.3|180.5|91.63|430.1|642.4|243.6|357.3|445.7|354.3|433.8|635.8|331|149.9|664.9|645.4|683.2|212.7|429.5|696.7|461.8|349.7|642.6|245.5|680.8|625.7|626.3|501.2","1.608|3.104|1.911|3.126|1.999|2.187|0.2557|2.283|9.695|0.3963|0.2078|1.778|0.5403|7.444|5.202|1.035|0.2642|0.6633|3.752|0.3513|1.601|1.441|7.352|1.912|5.565|3.362|11.92","17.14|0.2415|4.643|8.633|0.989|8.349|4.677|94.4|0.0829|0.6168|0.00914|0.0001693|1.662|0.0007353|0.001201|1.471|0.0006145|0.001592|32.19|0.003188|0.05788|0.2219|0.8726|0.007256|84.53|52.57|0.01516"
72,1.1740e+00,5.2779e-04,4.9869e-01,5.3806e-01,1.1604e-02,1.8706e-04,1.18246,2,0.85006,1,"135.8|357.9","1.112|0.2188","30.05|94.48"
